view,prot_dim,comp_dim,hdims,graph_dim,kaiming_constant,dprob,tr_batch_size,val_batch_size,test_batch_size,optimizer,optimizer__global__weight_decay,optimizer__global__lr,optimizer__sgd__nesterov,optimizer__sgd__momentum,optimizer__adam__amsgrad,optimizer__adadelta__rho,optimizer__adagrad__lr_decay,optimizer__rmsprop__momentum,score
gconv,8421,1024,"[1644, 4646]",350,5,0.21347960268604996,128,512,512,adagrad,0.0003585048966336105,0.0011417966083467086,False,0.006516223324456789,False,0.005278625348164951,0.0010901861947897526,0.016965567388307873,0.04664051110487833
gconv,8421,1024,"[3978, 2025, 845, 726]",373,5,0.037803595590565627,256,512,512,adamax,0.004622489386497726,0.004166040107356682,True,0.8651742787822587,False,0.0036730232065619655,0.00014137308201282443,0.006366358491316257,0.04625838261103289
gconv,8421,1024,[3635],396,5,0.051934725154440406,128,512,512,adagrad,0.003127560411392145,0.0008670646903645825,False,0.11587341344488475,False,0.00012939807637203838,0.0004961649309025573,0.0004133604938397395,0.04192755827224037
gconv,8421,1024,"[4903, 2200, 4222, 1307]",84,5,0.14035066604175545,128,512,512,adagrad,0.022745759413976174,0.010037247324284553,False,0.0036351819241842113,True,0.0002539852344112164,0.02850542081938002,0.0032194572441333813,0.0384634988953954
gconv,8421,1024,"[3978, 2025, 845, 726]",373,5,0.037803595590565627,256,512,512,adamax,0.004622489386497726,0.004166040107356682,True,0.8651742787822587,False,0.0036730232065619655,0.00014137308201282443,0.006366358491316257,0.02931308284303525
gconv,8421,1024,"[4051, 4781]",178,5,0.13416250536917904,512,512,512,adam,0.0006593113366233622,0.004753207596308062,True,0.0001845859757272745,False,0.00039755439953528284,0.03170403059521885,0.0006285676688467875,0.027416328689403746
gconv,8421,1024,"[4051, 4781]",178,5,0.13416250536917904,512,512,512,adam,0.0006593113366233622,0.004753207596308062,True,0.0001845859757272745,False,0.00039755439953528284,0.03170403059521885,0.0006285676688467875,0.02617970869999665
gconv,8421,1024,[3635],396,5,0.051934725154440406,128,512,512,adagrad,0.003127560411392145,0.0008670646903645825,False,0.11587341344488475,False,0.00012939807637203838,0.0004961649309025573,0.0004133604938397395,0.02426040620576044
gconv,8421,1024,[3635],396,5,0.051934725154440406,128,512,512,adagrad,0.003127560411392145,0.0008670646903645825,False,0.11587341344488475,False,0.00012939807637203838,0.0004961649309025573,0.0004133604938397395,0.02269971657727121
gconv,8421,1024,"[3978, 2025, 845, 726]",373,5,0.037803595590565627,256,512,512,adamax,0.004622489386497726,0.004166040107356682,True,0.8651742787822587,False,0.0036730232065619655,0.00014137308201282443,0.006366358491316257,0.015673422240105567
gconv,8421,1024,"[4903, 2200, 4222, 1307]",84,5,0.14035066604175545,128,512,512,adagrad,0.022745759413976174,0.010037247324284553,False,0.0036351819241842113,True,0.0002539852344112164,0.02850542081938002,0.0032194572441333813,0.014928592039503735
gconv,8421,1024,"[4903, 2200, 4222, 1307]",84,5,0.14035066604175545,128,512,512,adagrad,0.022745759413976174,0.010037247324284553,False,0.0036351819241842113,True,0.0002539852344112164,0.02850542081938002,0.0032194572441333813,0.009058175420941311
gconv,8421,1024,[1232],215,5,0.07479920523593216,256,512,512,adadelta,0.025024636086354565,0.056356901473266385,False,0.0016038081843100082,True,0.0001,0.0006262707805276933,0.0017910894972429916,0.005879917625464606
gconv,8421,1024,"[4051, 4781]",178,5,0.13416250536917904,512,512,512,adam,0.0006593113366233622,0.004753207596308062,True,0.0001845859757272745,False,0.00039755439953528284,0.03170403059521885,0.0006285676688467875,0.004987821166107059
gconv,8421,1024,[3635],396,5,0.051934725154440406,128,512,512,adagrad,0.003127560411392145,0.0008670646903645825,False,0.11587341344488475,False,0.00012939807637203838,0.0004961649309025573,0.0004133604938397395,0.0038398114509945367
gconv,8421,1024,"[3978, 2025, 845, 726]",373,5,0.037803595590565627,256,512,512,adamax,0.004622489386497726,0.004166040107356682,True,0.8651742787822587,False,0.0036730232065619655,0.00014137308201282443,0.006366358491316257,0.00013580654727988963
gconv,8421,1024,[3635],396,5,0.051934725154440406,128,512,512,adagrad,0.003127560411392145,0.0008670646903645825,False,0.11587341344488475,False,0.00012939807637203838,0.0004961649309025573,0.0004133604938397395,-0.001416692518286794
gconv,8421,1024,"[4051, 4781]",178,5,0.13416250536917904,512,512,512,adam,0.0006593113366233622,0.004753207596308062,True,0.0001845859757272745,False,0.00039755439953528284,0.03170403059521885,0.0006285676688467875,-0.010822143526643685
gconv,8421,1024,"[4903, 2200, 4222, 1307]",84,5,0.14035066604175545,128,512,512,adagrad,0.022745759413976174,0.010037247324284553,False,0.0036351819241842113,True,0.0002539852344112164,0.02850542081938002,0.0032194572441333813,-0.01279734211176133
gconv,8421,1024,"[4903, 2200, 4222, 1307]",84,5,0.14035066604175545,128,512,512,adagrad,0.022745759413976174,0.010037247324284553,False,0.0036351819241842113,True,0.0002539852344112164,0.02850542081938002,0.0032194572441333813,-0.029140687029741586
gconv,8421,1024,"[2101, 2852, 912]",468,5,0.0854418338933194,32,512,512,adagrad,0.0006777135739750702,0.006963186087858362,False,0.5646645287296946,True,0.13949269821952806,0.0037853891950389087,0.00015430359876672522,-0.03005532054974695
gconv,8421,1024,"[3154, 4586]",381,5,0.016829709306736818,64,512,512,adam,0.008924602827626877,0.00017364129331352154,False,0.0002576889531593506,False,0.0002065994600603026,0.0011325959796323706,0.0002514009209666984,-0.036561819931246006
gconv,8421,1024,"[2101, 2852, 912]",468,5,0.0854418338933194,32,512,512,adagrad,0.0006777135739750702,0.006963186087858362,False,0.5646645287296946,True,0.13949269821952806,0.0037853891950389087,0.00015430359876672522,-0.03829104395377496
gconv,8421,1024,"[1991, 2816]",512,5,0.448121087992461,256,512,512,adagrad,0.23921385173612264,0.000640596508218987,True,0.3329122486803923,False,0.002564615525971018,0.00010032492868779513,0.013174273018452209,-0.04033702264391001
gconv,8421,1024,"[2229, 2364, 3517]",362,5,0.14809962268960053,64,512,512,rmsprop,0.0020076173379696325,0.00011384464672547664,False,0.12284621361683905,True,0.014806596510995414,0.08224051495619135,0.015961143055431185,-0.040826929718276145
gconv,8421,1024,"[3154, 4586]",381,5,0.016829709306736818,64,512,512,adam,0.008924602827626877,0.00017364129331352154,False,0.0002576889531593506,False,0.0002065994600603026,0.0011325959796323706,0.0002514009209666984,-0.04729826900467629
gconv,8421,1024,"[3154, 4586]",381,5,0.016829709306736818,64,512,512,adam,0.008924602827626877,0.00017364129331352154,False,0.0002576889531593506,False,0.0002065994600603026,0.0011325959796323706,0.0002514009209666984,-0.04778341959004319
gconv,8421,1024,[3970],314,5,0.01464332949000414,512,512,512,adagrad,0.0009833652300697017,0.00012944274122194638,True,0.00022994131288008694,True,0.0003780334313913776,0.005399169568636635,0.5607968607097563,-0.05633200629952433
gconv,8421,1024,"[2101, 2852, 912]",468,5,0.0854418338933194,32,512,512,adagrad,0.0006777135739750702,0.006963186087858362,False,0.5646645287296946,True,0.13949269821952806,0.0037853891950389087,0.00015430359876672522,-0.06278952966128588
gconv,8421,1024,"[3623, 5000, 2455, 588]",82,5,0.11835183729873332,256,512,512,adadelta,0.024300674468335493,0.01868066948245545,True,0.008649666977508191,True,0.00010302617091278996,0.000692402352649153,0.0003187384411649053,-0.06497196789940622
gconv,8421,1024,"[3154, 4586]",381,5,0.016829709306736818,64,512,512,adam,0.008924602827626877,0.00017364129331352154,False,0.0002576889531593506,False,0.0002065994600603026,0.0011325959796323706,0.0002514009209666984,-0.0650759771412514
gconv,8421,1024,"[4151, 3385]",377,5,0.09771873359611385,128,512,512,adamax,0.0776001830327226,0.0003461830814058872,True,0.000394958038022728,False,0.00025624020010160176,0.4345153129689233,0.0012660115893274257,-0.06538220468874394
gconv,8421,1024,"[1597, 2312, 302]",373,5,0.5479470330094106,64,512,512,adadelta,0.0011833827404846193,0.22295190518491748,True,0.013190098683738643,True,0.0018191385764705784,0.3668059597657605,0.0005264354567526792,-0.0657249776907111
gconv,8421,1024,"[2229, 2364, 3517]",362,5,0.14809962268960053,64,512,512,rmsprop,0.0020076173379696325,0.00011384464672547664,False,0.12284621361683905,True,0.014806596510995414,0.08224051495619135,0.015961143055431185,-0.07207346451977246
gconv,8421,1024,"[2101, 2852, 912]",468,5,0.0854418338933194,32,512,512,adagrad,0.0006777135739750702,0.006963186087858362,False,0.5646645287296946,True,0.13949269821952806,0.0037853891950389087,0.00015430359876672522,-0.07242216763526911
gconv,8421,1024,"[3154, 4586]",381,5,0.016829709306736818,64,512,512,adam,0.008924602827626877,0.00017364129331352154,False,0.0002576889531593506,False,0.0002065994600603026,0.0011325959796323706,0.0002514009209666984,-0.07297351492650539
gconv,8421,1024,"[1597, 2312, 302]",373,5,0.5479470330094106,64,512,512,adadelta,0.0011833827404846193,0.22295190518491748,True,0.013190098683738643,True,0.0018191385764705784,0.3668059597657605,0.0005264354567526792,-0.07791859260749062
gconv,8421,1024,"[2101, 2852, 912]",468,5,0.0854418338933194,32,512,512,adagrad,0.0006777135739750702,0.006963186087858362,False,0.5646645287296946,True,0.13949269821952806,0.0037853891950389087,0.00015430359876672522,-0.0832682502733634
gconv,8421,1024,"[312, 4536, 4871]",509,5,0.05382138793356599,512,512,512,adadelta,0.00015173722140736148,0.026084855450829066,True,0.001966913570869403,False,0.002039474694058314,0.004258448166355654,0.0018604569995405577,-0.08528125897699806
gconv,8421,1024,"[1597, 2312, 302]",373,5,0.5479470330094106,64,512,512,adadelta,0.0011833827404846193,0.22295190518491748,True,0.013190098683738643,True,0.0018191385764705784,0.3668059597657605,0.0005264354567526792,-0.0893636449120885
gconv,8421,1024,"[312, 4536, 4871]",509,5,0.05382138793356599,512,512,512,adadelta,0.00015173722140736148,0.026084855450829066,True,0.001966913570869403,False,0.002039474694058314,0.004258448166355654,0.0018604569995405577,-0.09163570938094119
gconv,8421,1024,"[1597, 2312, 302]",373,5,0.5479470330094106,64,512,512,adadelta,0.0011833827404846193,0.22295190518491748,True,0.013190098683738643,True,0.0018191385764705784,0.3668059597657605,0.0005264354567526792,-0.09771839124419196
gconv,8421,1024,"[4215, 4508, 4298, 3139]",89,5,0.011014002635505307,512,512,512,adam,0.06861727598173023,0.00019457297321997033,True,0.023720450982192363,False,0.0898251890122072,0.014276183154180935,0.02968444794123539,-0.10836198908918632
gconv,8421,1024,"[4215, 4508, 4298, 3139]",89,5,0.011014002635505307,512,512,512,adam,0.06861727598173023,0.00019457297321997033,True,0.023720450982192363,False,0.0898251890122072,0.014276183154180935,0.02968444794123539,-0.11560172779617871
gconv,8421,1024,"[3125, 4871, 1660, 855]",239,5,0.12642081385724996,32,512,512,adamax,0.0037828160103090245,0.00048574163463581074,False,0.44931991746733674,False,0.0014297997329957798,0.0024102020250375915,0.038104609965360435,-0.11696995576854444
gconv,8421,1024,"[1597, 2312, 302]",373,5,0.5479470330094106,64,512,512,adadelta,0.0011833827404846193,0.22295190518491748,True,0.013190098683738643,True,0.0018191385764705784,0.3668059597657605,0.0005264354567526792,-0.11852265313121645
gconv,8421,1024,"[312, 4536, 4871]",509,5,0.05382138793356599,512,512,512,adadelta,0.00015173722140736148,0.026084855450829066,True,0.001966913570869403,False,0.002039474694058314,0.004258448166355654,0.0018604569995405577,-0.11866428223996665
gconv,8421,1024,"[1667, 3626]",466,5,0.10729151520056246,128,512,512,sgd,0.0007083813800829723,0.0008560110906848605,False,0.00047085719510436667,True,0.0365058114138647,0.0014523740574780546,0.0010858690510998068,-0.11972363542107292
gconv,8421,1024,"[1221, 793]",456,5,0.3777655126626695,512,512,512,rmsprop,0.0010771645575971924,0.0045948549608323275,True,0.0026979257425942286,False,0.00011609945950453504,0.0009166877140955453,0.002695272499385872,-0.12183614365274978
gconv,8421,1024,"[3125, 4871, 1660, 855]",239,5,0.12642081385724996,32,512,512,adamax,0.0037828160103090245,0.00048574163463581074,False,0.44931991746733674,False,0.0014297997329957798,0.0024102020250375915,0.038104609965360435,-0.12490676964348556
gconv,8421,1024,"[1221, 793]",456,5,0.3777655126626695,512,512,512,rmsprop,0.0010771645575971924,0.0045948549608323275,True,0.0026979257425942286,False,0.00011609945950453504,0.0009166877140955453,0.002695272499385872,-0.12710107773711973
gconv,8421,1024,"[312, 4536, 4871]",509,5,0.05382138793356599,512,512,512,adadelta,0.00015173722140736148,0.026084855450829066,True,0.001966913570869403,False,0.002039474694058314,0.004258448166355654,0.0018604569995405577,-0.13069131199149964
gconv,8421,1024,[3017],246,5,0.2881731081457482,512,512,512,adadelta,0.0923208476746104,0.1750217688033886,True,0.22434836393036045,False,0.07025734100958808,0.034242847637940575,0.8438859295711366,-0.1311852055196628
gconv,8421,1024,"[3125, 4871, 1660, 855]",239,5,0.12642081385724996,32,512,512,adamax,0.0037828160103090245,0.00048574163463581074,False,0.44931991746733674,False,0.0014297997329957798,0.0024102020250375915,0.038104609965360435,-0.13357323323508208
gconv,8421,1024,"[4215, 4508, 4298, 3139]",89,5,0.011014002635505307,512,512,512,adam,0.06861727598173023,0.00019457297321997033,True,0.023720450982192363,False,0.0898251890122072,0.014276183154180935,0.02968444794123539,-0.13719035101514246
gconv,8421,1024,"[2596, 380, 2719]",174,5,0.015102832480483695,64,512,512,rmsprop,0.019136954959226786,0.0001582772326531143,False,0.19325948738742238,True,0.0017683278405008448,0.0783057810953919,0.00029522741123048604,-0.13761505597682247
gconv,8421,1024,"[938, 2215, 2708]",262,5,0.14598118279648203,128,512,512,sgd,0.012592102675834944,0.0021034557824192845,True,0.4183686749868193,True,0.0001923772041095645,0.000314162569320613,0.021775812486948952,-0.14235223383629353
gconv,8421,1024,"[2834, 2711]",141,5,0.36164132560932577,32,512,512,rmsprop,0.00016410662331213706,0.0002603008295867546,True,0.028495847449996437,False,0.5373356509046835,0.6154611602677017,0.0009267000492505432,-0.14887542334000095
gconv,8421,1024,"[1221, 793]",456,5,0.3777655126626695,512,512,512,rmsprop,0.0010771645575971924,0.0045948549608323275,True,0.0026979257425942286,False,0.00011609945950453504,0.0009166877140955453,0.002695272499385872,-0.15115862354749843
gconv,8421,1024,"[3125, 4871, 1660, 855]",239,5,0.12642081385724996,32,512,512,adamax,0.0037828160103090245,0.00048574163463581074,False,0.44931991746733674,False,0.0014297997329957798,0.0024102020250375915,0.038104609965360435,-0.15203216532865846
gconv,8421,1024,"[938, 2215, 2708]",262,5,0.14598118279648203,128,512,512,sgd,0.012592102675834944,0.0021034557824192845,True,0.4183686749868193,True,0.0001923772041095645,0.000314162569320613,0.021775812486948952,-0.15386168902673297
gconv,8421,1024,"[938, 2215, 2708]",262,5,0.14598118279648203,128,512,512,sgd,0.012592102675834944,0.0021034557824192845,True,0.4183686749868193,True,0.0001923772041095645,0.000314162569320613,0.021775812486948952,-0.154192602963449
gconv,8421,1024,"[3579, 2368]",202,5,0.21183593540421455,32,512,512,rmsprop,0.0001087395432813243,0.00011030533713268681,True,0.004841961145773562,False,0.004315173278871269,0.000594537848657501,0.14395691145709535,-0.15760660233548876
