attn_heads,attn_layers,lin_dims,output_dim,latent_dim,kaiming_constant,dprob,tr_batch_size,val_batch_size,test_batch_size,optimizer,optimizer__global__weight_decay,optimizer__global__lr,prot,weave,gconv,ecfp8,gnn,score
2,3,"[968, 139]",1,256,5,0.110536718604638,128,128,128,adam,0.00013483866543835763,0.00043399475240977825,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 17, 'psc_dim': 8421, 'rnn_hidden_state_dim': 41}",{'update_pairs': False},{'dim': 314},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 405}",-0.06144168304827404
2,3,"[968, 139]",1,256,5,0.110536718604638,128,128,128,adam,0.00013483866543835763,0.00043399475240977825,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 17, 'psc_dim': 8421, 'rnn_hidden_state_dim': 41}",{'update_pairs': False},{'dim': 314},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 405}",-0.09431594869288076
2,3,"[968, 139]",1,256,5,0.110536718604638,128,128,128,adam,0.00013483866543835763,0.00043399475240977825,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 17, 'psc_dim': 8421, 'rnn_hidden_state_dim': 41}",{'update_pairs': False},{'dim': 314},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 405}",-0.1016127432578106
2,1,[987],1,512,5,0.3596496299207619,256,128,128,adagrad,0.004116490838982238,0.021441375554078275,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 23, 'psc_dim': 8421, 'rnn_hidden_state_dim': 25}",{'update_pairs': False},{'dim': 386},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 2, 'dim': 488}",-0.10208733694775776
8,3,[1228],1,256,5,0.11248389314157967,128,128,128,adamax,0.0005731147865194533,0.005775724476259246,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 3, 'embedding_dim': 31, 'psc_dim': 8421, 'rnn_hidden_state_dim': 41}",{'update_pairs': False},{'dim': 480},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 384}",-0.10738455612366844
2,1,[987],1,512,5,0.3596496299207619,256,128,128,adagrad,0.004116490838982238,0.021441375554078275,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 23, 'psc_dim': 8421, 'rnn_hidden_state_dim': 25}",{'update_pairs': False},{'dim': 386},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 2, 'dim': 488}",-0.12637714217186702
2,3,"[1756, 334, 1395]",1,256,5,0.1619884824536622,128,128,128,adadelta,0.0007206883168910365,0.8049648553619331,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 32, 'psc_dim': 8421, 'rnn_hidden_state_dim': 39}",{'update_pairs': False},{'dim': 185},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 397}",-0.1754592983980319
2,1,[987],1,512,5,0.3596496299207619,256,128,128,adagrad,0.004116490838982238,0.021441375554078275,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 23, 'psc_dim': 8421, 'rnn_hidden_state_dim': 25}",{'update_pairs': False},{'dim': 386},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 2, 'dim': 488}",-0.17822552800752006
4,1,"[1538, 445]",1,256,5,0.3032990150269157,128,128,128,sgd,0.011897275088709415,0.0004887799795976465,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 2, 'embedding_dim': 10, 'psc_dim': 8421, 'rnn_hidden_state_dim': 28}",{'update_pairs': False},{'dim': 110},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 2, 'dim': 168}",-0.19427364785447887
4,1,"[1538, 445]",1,256,5,0.3032990150269157,128,128,128,sgd,0.011897275088709415,0.0004887799795976465,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 2, 'embedding_dim': 10, 'psc_dim': 8421, 'rnn_hidden_state_dim': 28}",{'update_pairs': False},{'dim': 110},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 2, 'dim': 168}",-0.19512683443641346
